dt,AverageTemperature,AverageTemperatureUncertainty,Country
1859.0301,-15.283,1.7919999999999998,Russia
1859.0401,-4.375,1.7819999999999998,Russia
1859.0501,3.9819999999999998,1.749,Russia
1859.0601,11.731,1.788,Russia
1859.0701,14.09,1.729,Russia
1859.0801,11.880999999999998,1.6769999999999998,Russia
1859.0901,4.4849999999999985,1.6880000000000002,Russia
1859.1001,-5.02,1.805,Russia
1859.1101,-14.732999999999999,2.212,Russia
1859.1201,-22.040000000000006,2.244,Russia
1860.0101,-27.959,2.22,Russia
1860.0201,-23.945999999999998,2.153,Russia
1860.0301,-19.396,2.312,Russia
1860.0401,-6.261,1.822,Russia
1860.0501,3.83,1.843,Russia
1860.0601,11.152000000000001,1.816,Russia
1860.0701,14.925,1.7380000000000002,Russia
1860.0801,13.054,1.871,Russia
1860.0901,6.176,1.809,Russia
1860.1001,-4.614,1.775,Russia
1860.1101,-17.885,1.98,Russia
1860.1201,-28.504,2.1,Russia
1861.0101,-29.46,2.182,Russia
1861.0201,-24.305,2.107,Russia
1861.0301,-15.379000000000001,1.921,Russia
1861.0401,-7.056,1.917,Russia
1861.0501,4.2669999999999995,1.791,Russia
1861.0601,10.731,1.972,Russia
1861.0701,14.790999999999999,1.897,Russia
1861.0801,13.383,1.742,Russia
1861.0901,5.596,1.745,Russia
1861.1001,-5.9049999999999985,1.807,Russia
1861.1101,-16.918,2.153,Russia
1861.1201,-25.289,2.462,Russia
1862.0101,-28.831999999999997,2.394,Russia
1862.0201,-24.747,1.662,Russia
1862.0301,-16.387,1.741,Russia
1862.0401,-6.444,1.9,Russia
1862.0501,2.371,1.685,Russia
1862.0601,10.479000000000001,1.816,Russia
1862.0701,14.559,1.511,Russia
1862.0801,11.91,1.5830000000000002,Russia
1862.0901,4.834,1.624,Russia
1862.1001,-5.972,1.506,Russia
1862.1101,-17.302,1.588,Russia
1862.1201,-27.646,1.935,Russia
1863.0101,-24.311999999999998,1.862,Russia
1863.0201,-21.855,1.715,Russia
1863.0301,-15.402999999999999,1.58,Russia
1863.0401,-4.9,1.673,Russia
1863.0501,4.501,1.651,Russia
1863.0601,10.97,1.802,Russia
1863.0701,14.308,1.753,Russia
1863.0801,12.669,1.61,Russia
1863.0901,5.202000000000001,1.597,Russia
1863.1001,-5.615,1.68,Russia
1863.1101,-16.107,1.745,Russia
1863.1201,-23.048,1.823,Russia
1864.0101,-26.718000000000004,1.777,Russia
1864.0201,-22.999000000000002,1.693,Russia
1864.0301,-15.183,1.632,Russia
1864.0401,-5.841,1.621,Russia
1864.0501,3.877,1.4780000000000002,Russia
1864.0601,12.036,1.526,Russia
1864.0701,14.977,1.638,Russia
1864.0801,12.788,1.489,Russia
1864.0901,4.642,1.4880000000000002,Russia
1864.1001,-5.79,1.536,Russia
1864.1101,-18.476,2.254,Russia
1864.1201,-25.404000000000003,1.6909999999999998,Russia
1865.0101,-23.717,1.758,Russia
1865.0201,-25.294,1.773,Russia
1865.0301,-17.889,1.579,Russia
1865.0401,-7.489,1.813,Russia
1865.0501,2.918,1.4980000000000002,Russia
1865.0601,11.103,1.584,Russia
1865.0701,15.272,1.616,Russia
1865.0801,12.188,1.433,Russia
1865.0901,5.377999999999999,1.515,Russia
1865.1001,-5.082,1.497,Russia
1865.1101,-15.411,1.853,Russia
